Company_Names,Jobs,Salery,Location,Industry,About,Review,Rating
MSN Laboratories,27,9.5k, Hyderabad ,Pharma,Pharma | Hyderabad +105 other locations,3.1k,3.6
Societe Generale Global Solution Centre,112,23.1k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +23 other locations,3.1k,3.6
Quest Global,154,21.4k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +49 other locations,3k,3.5
Afcons Infrastructure,30,8.5k, Mumbai ,Engineering & Construction,Engineering & Construction | Mumbai +122 other locations,3k,4.2
Future Group,--,6.6k, Mumbai ,Retail,Retail | Mumbai +207 other locations,3k,4.3
Torrent Pharmaceuticals,23,10.3k, Ahmedabad ,Pharma,Pharma | Ahmedabad +131 other locations,3k,4.0
Ola Electric Mobility,--,9.5k, Bengaluru ,Automobile,Automobile | Bengaluru +431 other locations,3k,3.3
IDFC FIRST Bharat,6,5k, Chennai ,Financial Services,Financial Services | Chennai +432 other locations,3k,4.2
ESAF Small Finance Bank,38,7.7k, Thrissur ,Banking,Banking | Thrissur +451 other locations,3k,3.6
Square Yards,61,9.3k, Gurugram ,Internet,Internet | Gurugram +51 other locations,3k,3.6
HDFC Sales,9,8.4k, Mumbai ,Financial Services,Financial Services | Mumbai +346 other locations,3k,3.9
CMS IT Services,25,9.4k, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +153 other locations,3k,3.1
Zensar Technologies,142,25.6k, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +29 other locations,3k,3.7
I Process Services,--,5.5k, Mumbai ,Recruitment,Recruitment | Mumbai +406 other locations,3k,3.8
DS Group,45,7.4k, Noida ,FMCG,FMCG | Noida +285 other locations,2.9k,4.1
ACC,--,9.1k, Mumbai ,Building Material,Building Material | Mumbai +274 other locations,2.9k,3.9
Suzlon Group,21,7.9k, Pune ,Power,Power | Pune +141 other locations,2.9k,4.0
Tata Elxsi,51,23.3k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +30 other locations,2.9k,3.5
Eternal Limited,12,14.6k, Gurugram ,Internet,Internet | Gurugram +220 other locations,2.9k,3.6
Bharat Financial Inclusion,2,5.1k, Hyderabad ,Financial Services,Financial Services | Hyderabad +501 other locations,2.9k,3.7
Fujitsu,128,17.5k, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +41 other locations,2.9k,3.8
Indus Towers,54,9.2k, Gurugram ,Telecom,Telecom | Gurugram +243 other locations,2.9k,3.6
VVDN Technologies,12,13.8k, Gurugram ,IT Services & Consulting,IT Services & Consulting | Gurugram +49 other locations,2.9k,3.6
Shoppers Stop,53,6.9k, Mumbai ,Retail,Retail | Mumbai +84 other locations,2.9k,4.0
Nokia,151,16.6k, Bengaluru ,Telecom,Telecom | Bengaluru +167 other locations,2.9k,4.0
Apollo Tyres,--,9.9k, Chennai ,Auto Components,Auto Components | Chennai +179 other locations,2.9k,4.0
Yazaki,1,9.1k, Pune ,Auto Components,Auto Components | Pune +94 other locations,2.9k,3.9
IKS Health,20,11.3k, Mumbai ,Healthcare,Healthcare | Mumbai +31 other locations,2.9k,3.6
Shree Cement,3,9.9k, Beawar ,Building Material,Building Material | Beawar +257 other locations,2.8k,3.8
Fiserv,9,17.8k, Pune ,FinTech,FinTech | Pune +33 other locations,2.8k,2.8
Tata Electronics,73,11.6k, Hosur ,Semiconductors,Semiconductors | Hosur +53 other locations,2.8k,3.9
Zepto,36,9.5k, Bengaluru ,Internet,Internet | Bengaluru +104 other locations,2.8k,3.5
Britannia,8,8.4k, Pune ,FMCG,FMCG | Pune +306 other locations,2.8k,4.0
UnitedHealth,--,14.1k, Hyderabad ,Healthcare,Healthcare | Hyderabad +18 other locations,2.8k,4.0
Landmark Group,9,9.4k, Bengaluru ,Retail,Retail | Bengaluru +175 other locations,2.8k,3.8
SRF,8,9k, Bharuch ,Chemicals,Chemicals | Bharuch +68 other locations,2.8k,4.1
Dalmia Bharat Cement,2,4.9k, Guwahati ,Building Material,Building Material | Guwahati +254 other locations,2.8k,3.9
Blue Dart Express Ltd,16,6.9k, Mumbai ,Logistics,Logistics | Mumbai +279 other locations,2.7k,4.0
Kansai Nerolac Paints,68,7.8k, Mumbai ,Chemicals,Chemicals | Mumbai +255 other locations,2.7k,3.8
Nestlé,14,9.9k, Gurugram ,FMCG,FMCG | Gurugram +281 other locations,2.7k,3.8
Exide Industries,70,8.8k, Kolkata ,Auto Components,Auto Components | Kolkata +200 other locations,2.7k,3.4
Shell,66,14.1k, Bengaluru ,Oil & Gas,Oil & Gas | Bengaluru +92 other locations,2.7k,3.9
ZS,239,20.5k, Pune ,Management Consulting,Management Consulting | Pune +17 other locations,2.7k,3.1
KPMG Global Services,18,24k, Bengaluru ,Management Consulting,Management Consulting | Bengaluru +38 other locations,2.7k,3.5
Flex,44,15.8k, Chennai ,Electronics Manufacturing,Electronics Manufacturing | Chennai +46 other locations,2.7k,3.9
Whitehat jr,--,9.3k, Mumbai ,EdTech,EdTech | Mumbai +48 other locations,2.7k,3.3
Micro Labs,19,9.9k, Bengaluru ,Pharma,Pharma | Bengaluru +152 other locations,2.7k,3.6
Star Health & Allied Insurance,25,10.2k, Chennai ,Insurance,Insurance | Chennai +333 other locations,2.7k,3.5
TVS Supply Chain Solutions,13,8.5k, Chennai ,Logistics,Logistics | Chennai +154 other locations,2.7k,3.8
ElasticRun,1,6.2k, Pune ,Logistics,Logistics | Pune +387 other locations,2.7k,3.6
Capita,56,12.8k, Pune ,BPO,BPO | Pune +31 other locations,2.7k,3.5
KFintech,1,11.2k, Hyderabad ,Financial Services,Financial Services | Hyderabad +114 other locations,2.6k,3.4
Exl India,1,16k, New Delhi ,Logistics,Logistics | New Delhi +45 other locations,2.6k,3.5
G4S,789,5.1k, Gurugram ,Law Enforcement & Security,Law Enforcement & Security | Gurugram +165 other locations,2.6k,4.0
Voltas,8,8.6k, Mumbai ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Mumbai +207 other locations,2.6k,4.0
Blue Star,32,9.9k, Mumbai ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Mumbai +148 other locations,2.6k,4.1
Sonalika Tractors,3,8.9k, Hoshiarpur ,Automobile,Automobile | Hoshiarpur +195 other locations,2.6k,3.6
Ajanta Pharma,6,8.9k, Mumbai ,Pharma,Pharma | Mumbai +118 other locations,2.6k,3.9
Care Health Insurance,75,8.7k, Gurugram ,Insurance,Insurance | Gurugram +247 other locations,2.6k,3.6
BlackBuck,22,6.5k, Bengaluru ,Internet,Internet | Bengaluru +366 other locations,2.6k,3.7
Movate,111,15k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +38 other locations,2.6k,3.1
Domino's Pizza,--,4.3k, New Delhi ,Hospitality,Hospitality | New Delhi +252 other locations,2.6k,3.9
Physicswallah,343,8.6k, Noida ,EdTech,EdTech | Noida +128 other locations,2.6k,3.6
Gallagher,123,14.3k, Bengaluru ,Insurance,Insurance | Bengaluru +29 other locations,2.6k,3.7
NoBroker,353,10.8k, Bengaluru ,Internet,Internet | Bengaluru +47 other locations,2.6k,3.0
Foxconn,17,10.7k, Chennai ,Electronics Manufacturing,Electronics Manufacturing | Chennai +62 other locations,2.6k,3.9
Fortis Healthcare,811,7.6k, New Delhi ,Healthcare,Healthcare | New Delhi +70 other locations,2.6k,4.0
Adani Power,--,9.9k, Mundra ,Power,Power | Mundra +128 other locations,2.6k,3.7
ACT Fibernet,147,7.8k, Hyderabad ,Telecom,Telecom | Hyderabad +57 other locations,2.6k,3.9
DBS Bank,27,13.2k, Hyderabad ,Banking,Banking | Hyderabad +178 other locations,2.6k,3.7
Himalaya Wellness,48,6.2k, Bengaluru ,Pharma,Pharma | Bengaluru +241 other locations,2.5k,4.0
Tata Advanced Systems,--,12.8k, Bengaluru ,Defence & Aerospace,Defence & Aerospace | Bengaluru +58 other locations,2.6k,3.7
Sahrudaya Healthcare (Medicover Hospitals),35,3.5k, Hyderabad ,Healthcare,Healthcare | Hyderabad +46 other locations,2.5k,4.4
Foundever,85,8.9k, Hyderabad ,BPO,BPO | Hyderabad +22 other locations,2.5k,3.3
Photon Interactive,800,7.4k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +19 other locations,2.5k,4.0
BT Group,6,11.6k, Gurugram ,Telecom,Telecom | Gurugram +25 other locations,2.5k,3.8
Sterlite Technologies,127,10.1k, Chhatrapati Sambhajinagar ,Hardware & Networking,Hardware & Networking | Chhatrapati Sambhajinagar +101 other locations,2.5k,3.8
IntouchCX,182,10.1k, Hyderabad ,BPO,BPO | Hyderabad +22 other locations,2.5k,2.7
V-Mart,17,4.4k, Gurugram ,Retail,Retail | Gurugram +284 other locations,2.5k,4.0
Alldigi Tech,45,7.6k, Chennai ,BPO,BPO | Chennai +36 other locations,2.5k,3.9
Bajaj Electricals,21,7.5k, Mumbai ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Mumbai +235 other locations,2.5k,3.9
Tractors and Farm Equipment,23,8.4k, Chennai ,Industrial Machinery,Industrial Machinery | Chennai +192 other locations,2.5k,3.9
Laurus Labs,4,7.3k, Visakhapatnam ,Pharma,Pharma | Visakhapatnam +34 other locations,2.5k,4.3
Sammaan Capital Limited,12,5.7k, Gurugram ,NBFC,NBFC | Gurugram +201 other locations,2.5k,3.8
Northern Trust Operating Services,62,17.4k, Bengaluru ,Financial Services,Financial Services | Bengaluru +27 other locations,2.5k,3.6
JCB,--,9.6k, Pune ,Industrial Machinery,Industrial Machinery | Pune +113 other locations,2.5k,3.9
Parle Agro,--,6.7k, Mumbai ,Beverage,Beverage | Mumbai +258 other locations,2.5k,4.0
Canara HSBC Life Insurance,4,6.3k, Gurugram ,Insurance,Insurance | Gurugram +321 other locations,2.5k,3.6
Planet Spark,72,3.5k, Gurugram ,EdTech,EdTech | Gurugram +61 other locations,2.4k,3.8
McDonald's,2,4.9k, New Delhi ,Hospitality,Hospitality | New Delhi +151 other locations,2.4k,3.9
Patanjali Ayurved,--,5.7k, Haridwar ,FMCG,FMCG | Haridwar +301 other locations,2.4k,3.9
ICICI Securities,1,9.7k, Mumbai ,Financial Services,Financial Services | Mumbai +148 other locations,2.4k,3.9
Paras Hospital,91,3.2k, Patna ,Healthcare,Healthcare | Patna +62 other locations,2.4k,4.1
Hero FinCorp,79,5.8k, New Delhi ,NBFC,NBFC | New Delhi +393 other locations,2.4k,3.9
Emcure Pharmaceuticals,53,8.4k, Pune ,Pharma,Pharma | Pune +116 other locations,2.4k,3.6
Biocon Limited,8,11.6k, Bengaluru ,Biotechnology,Biotechnology | Bengaluru +65 other locations,2.4k,4.1
Intellect Design Arena,31,13.5k, Chennai ,Software Product,Software Product | Chennai +40 other locations,2.4k,3.6
Statestreet HCL Services,--,13.5k, Chennai ,BPO,BPO | Chennai +18 other locations,2.4k,3.4
Mahindra Rural Housing Finance,15,4.7k, Mumbai ,NBFC,NBFC | Mumbai +466 other locations,2.4k,4.0
Adani Group,911,11.2k, Ahmedabad ,Power,Power | Ahmedabad +198 other locations,2.4k,3.8
Mahindra Holidays & Resorts,67,5.9k, Mumbai ,Hospitality,Hospitality | Mumbai +113 other locations,2.4k,3.5
Datamatics Global Services,57,11.7k, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +37 other locations,2.4k,3.4
CorroHealth Infotech,46,7.5k, Hyderabad ,Analytics & KPO,Analytics & KPO | Hyderabad +35 other locations,2.4k,3.6
Taj Hotels Resorts and Palaces,463,4.8k, Mumbai ,Hospitality,Hospitality | Mumbai +111 other locations,2.4k,4.2
Aditya Birla Group,7,10k, Mumbai ,Metals & Mining,Metals & Mining | Mumbai +270 other locations,2.4k,4.1
Axis Direct,42,4.8k, Mumbai ,Financial Services,Financial Services | Mumbai +271 other locations,2.4k,3.6
Cadila Pharmaceuticals,110,8k, Ahmedabad ,Pharma,Pharma | Ahmedabad +135 other locations,2.4k,3.3
Cholamandalam MS General Insurance,--,6k, Chennai ,Insurance,Insurance | Chennai +389 other locations,2.4k,3.7
Syngene International,5,12.6k, Bengaluru ,Clinical Research,Clinical Research | Bengaluru +21 other locations,2.4k,3.8
3i Infotech,79,10.7k, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +130 other locations,2.4k,3.4
Info Edge,350,11.3k, Noida ,Internet,Internet | Noida +69 other locations,2.4k,3.9
Capgemini Engineering,--,14.1k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +28 other locations,2.3k,3.3
Bureau Veritas,15,8.2k, Mumbai ,Other,Other | Mumbai +146 other locations,2.3k,3.8
TaskUs,267,9.6k, Indore ,BPO,BPO | Indore +36 other locations,2.3k,3.0
Delhi Public School,171,5.3k, New Delhi ,Education & Training,Education & Training | New Delhi +276 other locations,2.3k,3.8
KocharTech,30,3.8k, Kolkata ,IT Services & Consulting,IT Services & Consulting | Kolkata +25 other locations,2.3k,3.6
Aavas Financiers,46,5.5k, Jaipur ,NBFC,NBFC | Jaipur +294 other locations,2.3k,4.0
Cybage,16,17.1k, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +15 other locations,2.3k,3.8
RMSI,15,8.7k, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +25 other locations,2.3k,3.5
Xoriant,33,11.6k, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +23 other locations,2.3k,4.1
Straive,90,10.1k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +31 other locations,2.3k,3.3
Sopra Steria,241,14k, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +20 other locations,2.3k,3.9
Akums Drugs & Pharmaceuticals Limited,17,6.3k, Haridwar ,Pharma,Pharma | Haridwar +38 other locations,2.3k,4.2
Kia India,80,8.2k, Anantapur ,Automobile,Automobile | Anantapur +188 other locations,2.3k,4.0
Lifestyle,15,6.7k, Bengaluru ,Retail,Retail | Bengaluru +129 other locations,2.3k,4.2
GVK Emergency Management and Research Institute,65,4.6k, Lucknow ,Non-Profit,Non-Profit | Lucknow +214 other locations,2.3k,3.6
Eureka Forbes,8,5.6k, Mumbai ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Mumbai +185 other locations,2.3k,3.7
Sobha,42,8.3k, Bengaluru ,Real Estate,Real Estate | Bengaluru +38 other locations,2.3k,3.8
Apollo Pharmacy,1k,6.8k, Hyderabad ,Pharma,Pharma | Hyderabad +288 other locations,2.3k,3.6
Lodha,177,8.7k, Mumbai ,Real Estate,Real Estate | Mumbai +30 other locations,2.3k,4.1
Unacademy,38,10.2k, Bengaluru ,EdTech,EdTech | Bengaluru +73 other locations,2.3k,2.9
Radisson Hotels,43,5.1k, New Delhi ,Hospitality,Hospitality | New Delhi +129 other locations,2.2k,4.0
GAO Tek,--,261, New York ,Electrical Equipment,Electrical Equipment | New York +41 other locations,2.2k,4.5
Myntra,8,10.5k, Bengaluru ,Internet,Internet | Bengaluru +103 other locations,2.2k,3.8
SBI Securities,50,6.7k, Mumbai ,Financial Services,Financial Services | Mumbai +319 other locations,2.2k,3.6
Endurance Technologies Limited,23,7.8k, Chhatrapati Sambhajinagar ,Auto Components,Auto Components | Chhatrapati Sambhajinagar +51 other locations,2.2k,3.9
Team Computers,172,8.5k, New Delhi ,IT Services & Consulting,IT Services & Consulting | New Delhi +107 other locations,2.2k,3.6
TCE,24,9.5k, Mumbai ,Engineering & Construction,Engineering & Construction | Mumbai +132 other locations,2.2k,3.8
Panasonic Life Solutions India,20,6.8k, Haridwar ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Haridwar +168 other locations,2.2k,3.9
Newgen Software Technologies,50,11.6k, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +32 other locations,2.2k,4.0
Star Union Dai-ichi Life Insurance,12,5.3k, Mumbai ,Insurance,Insurance | Mumbai +322 other locations,2.2k,3.8
AWL Agri Business,18,6.8k, Ahmedabad ,FMCG,FMCG | Ahmedabad +202 other locations,2.2k,4.0
Daikin Airconditioning India Pvt. Ltd.,--,7.8k, Neemrana ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Neemrana +109 other locations,2.2k,4.2
Lava International,4,4.4k, Noida ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Noida +222 other locations,2.2k,3.9
Bharti AXA Life Insurance,30,5.2k, Mumbai ,Insurance,Insurance | Mumbai +243 other locations,2.2k,3.6
Cisco,172,18.8k, Bengaluru ,Hardware & Networking,Hardware & Networking | Bengaluru +46 other locations,2.2k,4.1
BNP Paribas,24,18.3k, Mumbai ,Banking,Banking | Mumbai +27 other locations,2.2k,3.7
Whirlpool,12,7.9k, Pune ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Pune +173 other locations,2.2k,4.0
SBI General Insurance,32,6.4k, Mumbai ,Insurance,Insurance | Mumbai +291 other locations,2.2k,3.6
Indian Railways,--,3.4k, Kolkata ,Railways,Railways | Kolkata +250 other locations,2.2k,4.2
Coromandel International,14,7.6k, Visakhapatnam ,Agro Chemicals,Agro Chemicals | Visakhapatnam +184 other locations,2.2k,4.1
Meesho,160,9.5k, Bengaluru ,Internet,Internet | Bengaluru +133 other locations,2.2k,3.7
GlaxoSmithKline Pharmaceuticals,27,5.7k, Bengaluru ,Pharma,Pharma | Bengaluru +216 other locations,2.2k,4.0
Renault Nissan Technology & Business Centre India,29,14.8k, Chennai ,Automobile,Automobile | Chennai +19 other locations,2.2k,3.7
Shahi Exports,43,6.9k, Bengaluru ,Fashion & Textile,Fashion & Textile | Bengaluru +72 other locations,2.2k,3.9
Sify Technologies,58,9.9k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +134 other locations,2.2k,3.6
Allstate,11,12.2k, Pune ,Insurance,Insurance | Pune +17 other locations,2.2k,3.7
Ambuja Cements,--,6.1k, Mumbai ,Building Material,Building Material | Mumbai +261 other locations,2.2k,3.8
